run,id,frames,window_s,fps,build_avg_ms,build_p50_ms,build_p90_ms,build_p99_ms,raster_avg_ms,raster_p50_ms,raster_p90_ms,raster_p99_ms,span_p50_ms,span_p99_ms,jank_pct,headroom,vsync_budget_ms,dpr,logical_w,logical_h,physical_mpx,ns_per_px,notes
0,prod.fur.child_rect,343,2.84,120.5,0.742,0.588,1.229,3.438,1.704,1.641,2.161,3.907,2.766,7.709,0.3,0.741,8.33,2.00,480,640,1.229,1335.45,"full-density child: no early-continue, full lighting per step"
0,prod.fur.child_text,355,2.94,120.5,0.757,0.630,1.030,3.286,1.697,1.627,2.159,4.551,2.837,8.878,0.3,0.741,8.33,2.00,480,640,1.229,1324.06,"sparse child: isolates the unconditional 5-taps/step floor"
0,prod.fur.noise80,353,2.92,120.5,0.745,0.607,1.102,2.914,1.679,1.657,2.085,3.648,2.788,7.682,0.0,0.750,8.33,2.00,480,640,1.229,1348.47,"furNoiseScale=80: hash-grid frequency sensitivity"
0,bench.iwrap.base,356,2.94,120.9,0.740,0.573,0.986,2.858,1.670,1.627,2.115,3.224,2.689,9.767,0.6,0.746,8.33,2.00,480,640,1.229,1324.06,"parity anchor (byte-copy of production)"
0,bench.iwrap.dirs16,357,2.93,121.4,0.715,0.606,0.995,2.871,1.694,1.669,2.122,3.362,2.849,6.002,0.0,0.745,8.33,2.00,480,640,1.229,1358.24,"NUM_DIRS 32->16"
0,bench.iwrap.dirs8,358,2.93,121.9,0.796,0.648,1.177,3.251,1.792,1.753,2.167,3.628,3.002,7.471,0.0,0.740,8.33,2.00,480,640,1.229,1426.60,"NUM_DIRS 32->8"
0,bench.iwrap.coarse4,347,2.84,121.9,0.708,0.603,0.942,2.482,1.711,1.648,2.165,3.374,2.813,9.307,0.0,0.740,8.33,2.00,480,640,1.229,1341.15,"NUM_COARSE 8->4 (search span kept)"
0,bench.iwrap.warp1,355,2.93,120.7,0.742,0.617,0.996,3.129,1.865,1.758,2.402,4.900,2.939,8.943,0.3,0.712,8.33,2.00,480,640,1.229,1430.66,"1 warpMap instead of 3 (no chromatic aberration)"
0,bench.iwrap.nobump,344,2.83,121.4,0.708,0.616,1.011,2.791,1.753,1.671,2.194,4.543,2.850,8.756,0.0,0.737,8.33,2.00,480,640,1.229,1359.86,"bump warpShape tap stubbed (4th warpShape)"
0,bench.iwrap.fbm2oct,357,2.94,121.0,0.779,0.653,1.156,2.895,1.783,1.743,2.180,3.488,2.985,6.789,0.3,0.738,8.33,2.00,480,640,1.229,1418.46,"fbm 4->2 octaves"
0,bench.iwrap.noise_const,346,2.84,121.6,0.835,0.688,1.223,4.158,1.926,1.818,2.566,5.227,3.128,8.647,0.3,0.692,8.33,2.00,480,640,1.229,1479.49,"fbm()->0: total noise floor"
0,bench.fur.base,341,2.87,118.4,0.749,0.567,0.972,3.393,1.920,1.558,2.164,8.832,2.740,18.835,2.3,0.740,8.33,2.00,480,640,1.229,1267.90,"parity anchor (byte-copy of production)"
0,bench.fur.steps32,355,2.93,120.7,0.902,0.662,1.251,4.443,1.846,1.804,2.327,4.037,3.076,11.492,0.8,0.721,8.33,2.00,480,640,1.229,1468.10,"RAY_STEPS 64->32, RAY_STEP x2 (span kept)"
0,bench.fur.steps16,360,3.09,116.1,1.263,0.728,1.818,4.983,2.199,1.852,3.018,7.813,3.359,14.619,2.2,0.638,8.33,2.00,480,640,1.229,1507.16,"RAY_STEPS 64->16, RAY_STEP x4 (span kept)"
0,bench.fur.noedgelean,351,3.81,92.0,0.922,0.718,1.372,4.521,9.977,7.695,12.594,34.956,10.662,129.204,34.2,-0.511,8.33,2.00,480,640,1.229,6262.21,"4 mask-gradient taps/step dropped"
0,bench.fur.gradstub,354,2.93,120.5,0.722,0.607,1.111,2.331,1.691,1.645,2.122,3.766,2.797,7.245,0.0,0.745,8.33,2.00,480,640,1.229,1338.70,"fastGradient -> constant normal"
0,bench.fur.lightstub,356,2.94,120.9,0.664,0.569,0.839,2.791,1.673,1.611,2.116,3.529,2.712,6.648,0.3,0.746,8.33,2.00,480,640,1.229,1311.04,"4-light shading -> ambient only"
0,bench.fur.noise_const,356,2.95,120.5,0.760,0.646,0.983,2.634,1.784,1.720,2.274,3.484,2.936,7.572,0.0,0.727,8.33,2.00,480,640,1.229,1399.74,"proceduralNoise()->0.5"
0,bench.iliq.base,353,2.91,120.9,0.670,0.561,0.938,2.447,0.938,0.882,1.253,2.711,1.758,6.231,0.3,0.850,8.33,2.00,480,640,1.229,717.77,"parity anchor (byte-copy of production)"
0,bench.iliq.warp1,356,2.92,121.7,0.646,0.574,0.889,1.997,1.035,0.926,1.404,2.670,1.897,6.037,0.0,0.832,8.33,2.00,480,640,1.229,753.58,"1 warpMap instead of 3"
0,bench.iliq.fbm2oct,356,2.92,121.5,0.670,0.566,1.049,2.209,1.026,0.907,1.296,3.057,1.863,9.382,0.3,0.844,8.33,2.00,480,640,1.229,738.12,"fbm 4->2 octaves"
0,bench.iliq.noise_const,358,2.92,122.4,0.754,0.595,1.048,2.836,1.102,0.945,1.511,3.696,1.948,8.008,0.3,0.819,8.33,2.00,480,640,1.229,769.04,"fbm()->0: total noise floor"
1,base.empty,342,2.80,121.6,0.610,0.518,0.815,2.382,1.090,0.892,1.401,4.825,1.791,9.018,0.0,0.832,8.33,2.00,480,640,1.229,725.91,"harness floor: no shader, time driver running"
1,base.perlin,360,2.90,123.6,0.643,0.556,0.869,2.026,1.104,0.928,1.374,5.038,1.871,7.732,0.3,0.835,8.33,2.00,480,640,1.229,755.21,"cheap-shader reference (production PerlinGradient fill)"
1,base.passthru.480,340,2.73,124.2,0.825,0.676,1.112,3.671,2.063,1.961,2.579,4.551,3.258,11.371,0.9,0.691,8.33,2.00,480,640,1.229,1595.87,"AnimatedSampler child-capture tax: 1:1 passthrough wrap"
1,base.passthru.full,349,2.98,116.8,0.928,0.727,1.430,5.053,3.682,3.280,4.766,12.990,4.741,23.536,4.9,0.428,8.33,2.00,800,1042,3.334,983.69,"child-capture tax at full window size"
1,base.iwrap.tiny,350,2.81,124.1,0.844,0.671,1.115,3.690,1.248,1.083,1.561,4.228,2.341,8.779,0.0,0.813,8.33,2.00,16,16,0.001,1057617.19,"UI-thread uniform cost (~93 setFloats): read build, not raster"
1,survey.grit,356,2.90,122.2,0.827,0.582,1.272,3.734,1.200,0.969,1.569,4.284,2.001,9.603,0.3,0.812,8.33,2.00,480,640,1.229,788.57,"defaults; fill"
1,survey.grit_radial,346,2.81,122.8,0.692,0.574,0.999,2.928,1.146,0.956,1.423,4.010,1.985,9.344,0.6,0.829,8.33,2.00,480,640,1.229,777.99,"defaults; fill"
1,survey.perlin,357,2.91,122.2,0.681,0.569,0.876,2.629,1.084,0.909,1.317,3.825,1.884,8.451,0.3,0.842,8.33,2.00,480,640,1.229,739.75,"defaults; fill"
1,survey.perlin_radial,352,3.03,115.8,0.759,0.595,1.138,3.647,1.490,0.936,1.410,4.675,1.941,10.891,0.6,0.831,8.33,2.00,480,640,1.229,761.72,"defaults; fill"
1,survey.simplex,352,2.90,121.0,0.872,0.612,1.480,4.262,1.265,0.973,1.811,5.774,2.081,12.271,0.9,0.783,8.33,2.00,480,640,1.229,791.83,"defaults; fill"
1,survey.simplex_radial,357,2.92,121.9,0.740,0.596,1.183,2.467,1.090,0.956,1.335,3.502,1.976,6.825,0.0,0.840,8.33,2.00,480,640,1.229,777.99,"defaults; fill"
1,survey.fbm,355,3.52,100.6,1.363,0.548,1.077,6.218,1.094,0.925,1.578,4.423,1.915,21.137,2.3,0.811,8.33,2.00,480,640,1.229,752.77,"defaults; fill"
1,survey.fbm_radial,351,2.92,119.9,0.692,0.550,1.107,2.718,1.028,0.908,1.377,3.690,1.884,8.895,0.3,0.835,8.33,2.00,480,640,1.229,738.93,"defaults; fill"
1,survey.turbulence,353,2.93,120.0,0.653,0.545,0.914,2.649,0.926,0.881,1.173,2.339,1.789,7.483,0.3,0.859,8.33,2.00,480,640,1.229,716.96,"defaults; fill"
1,survey.turbulence_radial,350,3.05,114.6,0.753,0.582,1.126,4.356,1.057,0.919,1.407,2.920,1.907,47.774,1.4,0.831,8.33,2.00,480,640,1.229,747.88,"defaults; fill"
1,survey.voronoi,352,2.95,118.9,0.854,0.607,1.245,4.727,1.216,0.953,1.415,5.943,1.957,18.241,2.8,0.830,8.33,2.00,480,640,1.229,775.55,"defaults; fill"
1,survey.voronoi_radial,357,2.92,121.9,0.674,0.563,0.974,3.094,1.059,0.928,1.293,3.365,1.885,7.080,0.3,0.845,8.33,2.00,480,640,1.229,755.21,"defaults; fill"
1,survey.voronoise,342,2.80,121.6,0.709,0.586,1.043,2.597,1.081,0.939,1.383,3.930,1.931,7.221,0.0,0.834,8.33,2.00,480,640,1.229,764.16,"defaults; fill"
1,survey.voronoise_radial,351,3.17,110.4,1.239,0.566,1.116,4.525,1.210,0.954,1.623,4.389,1.927,18.286,1.4,0.805,8.33,2.00,480,640,1.229,776.37,"defaults; fill"
1,survey.smarble,347,2.81,123.1,0.684,0.544,0.993,2.670,0.993,0.909,1.285,3.270,1.838,6.954,0.0,0.846,8.33,2.00,480,640,1.229,739.75,"defaults; fill [inactive-interaction]"
1,survey.ripples,347,2.86,120.8,1.024,0.806,1.702,3.552,2.352,2.022,3.385,8.074,3.657,15.220,1.7,0.594,8.33,2.00,480,640,1.229,1645.51,"defaults; wrap"
1,survey.taplets,348,2.84,122.2,0.887,0.726,1.234,3.758,2.155,1.973,2.800,4.921,3.362,9.557,0.0,0.664,8.33,2.00,480,640,1.229,1605.63,"defaults; wrap [inactive-interaction]"
1,survey.burn,348,2.84,122.1,0.913,0.710,1.366,4.150,2.129,1.969,2.742,5.141,3.332,9.995,0.6,0.671,8.33,2.00,480,640,1.229,1602.38,"defaults; wrap [progress ping-pong]"
1,survey.burn_radial,359,2.97,120.6,0.929,0.727,1.375,3.509,2.101,1.949,2.740,4.303,3.309,9.384,0.8,0.671,8.33,2.00,480,640,1.229,1586.10,"defaults; wrap [progress ping-pong]"
1,survey.burn_tap,346,2.85,121.1,0.953,0.742,1.601,4.241,2.252,1.988,3.002,7.282,3.417,10.503,0.9,0.640,8.33,2.00,480,640,1.229,1617.84,"defaults; wrap [inactive-interaction]"
1,survey.smoke,360,2.94,122.2,0.971,0.718,1.454,4.306,2.169,1.993,2.896,4.996,3.387,8.390,0.3,0.652,8.33,2.00,480,640,1.229,1621.91,"defaults; wrap [progress ping-pong]"
1,survey.smoke_radial,343,2.95,116.1,1.154,0.775,1.374,5.600,2.522,2.028,3.191,11.412,3.505,32.582,3.2,0.617,8.33,2.00,480,640,1.229,1650.39,"defaults; wrap [progress ping-pong]"
1,survey.smoke_tap,346,2.86,120.5,0.962,0.717,1.277,5.252,2.104,1.974,2.714,4.402,3.374,10.014,0.6,0.674,8.33,2.00,480,640,1.229,1606.45,"defaults; wrap [inactive-interaction]"
1,survey.pixel_dissolve,347,2.84,121.9,0.897,0.744,1.384,3.504,2.184,1.973,2.923,6.070,3.508,10.830,0.3,0.649,8.33,2.00,480,640,1.229,1605.63,"defaults; wrap [progress ping-pong]"
1,survey.pixel_dissolve_radial,353,2.92,120.5,0.840,0.717,1.209,2.366,2.127,1.972,2.734,5.140,3.358,8.593,0.0,0.672,8.33,2.00,480,640,1.229,1604.82,"defaults; wrap [progress ping-pong]"
1,survey.pixel_dissolve_tap,349,2.83,122.9,0.886,0.707,1.265,3.365,2.122,1.972,2.879,5.229,3.280,9.789,0.0,0.655,8.33,2.00,480,640,1.229,1604.82,"defaults; wrap [inactive-interaction]"
